30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
84,5.283355712890625e-05,1.206313194339134e-06
118,9.853839874267578e-05,2.349227680276433e-05
167,0.00014748573303222657,2.6447201733283337e-05
235,0.00023119449615478517,2.9315263970719323e-05
332,0.00029306411743164064,3.263980437924058e-05
468,0.0004474878311157227,8.25249366589994e-05
660,0.000769495964050293,0.0001228511736883488
931,0.0010903358459472656,0.0001493715939526977
1313,0.0016288280487060547,8.312152980695473e-05
30,1.7070770263671874e-05,2.371436042983788e-06
42,3.271102905273437e-05,1.615384356150297e-05
59,3.600120544433594e-05,3.83121833584911e-06
